INT	STRING	INT	INT	STRING	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING
255	HÕn huyªt lînh	128	128	hanxieling.Scene	hanxieling.path	hanxieling.wCollision	hanxieling.jpg	2038	60000	hanxieling	31	287	21	302	Sign19	MiniMap_Icon5	Hanxieling_Normal	MiniMap_Icon5	Hanxieling_Hover	T× ÐÕi Uy¬n tiªn vào #r Quái v§t có ðÆng c¤p 105 - 110 #r LoÕi quái v§t g°m: #r ÐÕi Uy¬n Mã, Mã Trß¶ng Thü V® #r Tu¥n Mã Sß, Liêu Qu¯c Chiªn Sî #r Liêu Qu¯c Tát Mãn.	0.2;0.2
256	Thánh hoä cung	128	128	shenghuogong.Scene	shenghuogong.path	shenghuogong.wCollision	shenghuogong.jpg	2101	60000	shenghuogong	103	182	113	194	Sign53	MiniMap_Icon5	Shenghuogong_Normal	MiniMap_Icon5	Shenghuogong_Hover	T× Tát Mã Nhî Hãn vào#rQuái v§t ðÆng c¤p 105-110#rLoÕi quái v§t: #rBái Höa SÑ Giä, Höa Tinh Linh#r Höa Di­m Võ Sî, Bái Höa Tª Tß#r Tam Ð¥u Khuy¬n, Th¤m ThuÖ Ðà Thú.	0.2;0.2
257	Sân bóng ðá	96	96	zuqiuchang.scene	zuqiuchang.path	zuqiuchang.wCollision	zuqiuchang.jpg	122	60000	zuqiuchang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Sân bóng ðá	0.2;0.2
258	Sân bóng r±	96	96	lanqiuchang.scene	lanqiuchang.path	lanqiuchang.wCollision	lanqiuchang.jpg	122	60000	lanqiuchang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Sân bóng r±	0.2;0.2
259	Sân bóng bàn	96	96	paiqiuchang.scene	paiqiuchang.path	paiqiuchang.wCollision	paiqiuchang.jpg	122	60000	paiqiuchang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Sân bóng bàn	0.2;0.2
260	Thúc Hà C± Tr¤n	320	320	shuhe.scene	shuhe.path	shuhe.wCollision	shuhe.jpg	2034	60000	shuhe	217	630	217	656	Sign54	MiniMap_Icon5	Suheguzhen_Normal	MiniMap_Icon5	Suheguzhen_Hover	Thúc Hà C± Tr¤n	0.2;0.2
261	Phiêu Mi¬u Phong	192	192	piaomiao.scene	piaomiao.path	piaomiao.wCollision	piaomiao.jpg	2037	30000	piaomiao	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Phiêu Mi¬u Phong	0.2;0.2
262	T¥n Hoàng Ð¸a Cung t¥ng 1	256	256	qinhuanggong_1.scene	qinhuanggong_1.path	qinhuanggong_1.wCollision	qinhuanggong_1.jpg	146	60000	qinhuanggong_1	404	338	404	370	Sign55	MiniMap_Icon5	qinhuanggong_Normal	MiniMap_Icon5	qinhuanggong_Hover	T¥n Hoàng Ð¸a Cung#rTrß¶ng cänh dã ngoÕi#rQuái v§t ðÆng c¤p :65-87#rLoÕi quái v§t: #rÐÕo Mµ T£c, Mµ Huy®t Giáp Trùng, Ð¸a Cung Công Tßþng, U C¤m Thü V®, T¥n Hoàng Tinh Binh Dûng, Ð¸a Cung U Linh, C½ Quan ThÕch Nhân, U Linh Tª Tñ, T¥n Tß¾ng Hµ V®, T¥n Tß¾ng Th¸ V®, C½ Quan Thü V®, T¥n Hoàng Chi Phách, T¥n Lång Bi¬n BÑc, T¥n Lång Ngñ V®, T¥n Lång Táng Phi, Ðª H§u.	0.2;0.2
263	T¥n Hoàng Ð¸a Cung t¥ng 2	256	256	qinhuanggong_2.scene	qinhuanggong_2.path	qinhuanggong_2.wCollision	qinhuanggong_2.jpg	147	60000	qinhuanggong_2	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	T¥n Hoàng Ð¸a Cung t¥ng 2	0.2;0.2
264	T¥n Hoàng Ð¸a Cung t¥ng 3	256	256	qinhuanggong_3.scene	qinhuanggong_3.path	qinhuanggong_3.wCollision	qinhuanggong_3.jpg	148	60000	qinhuanggong_3	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	T¥n Hoàng Ð¸a Cung t¥ng 3	0.2;0.2
265	Huy«n Lôi Pha	256	256	xuanmuchang.Scene	xuanmuchang.path	xuanmuchang.WCollision	xuanmuchang.jpg	142	60000	xuanmuchang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Huy«n Lôi Pha	0.2;0.2
266	Ðµc Chß¾ng TrÕch Ð¸a	256	256	dumuchang.Scene	dumuchang.path	dumuchang.WCollision	dumuchang.jpg	143	60000	dumuchang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Ðµc Chß¾ng TrÕch Ð¸a	0.2;0.2
267	Dung Nham Chi Ð¸a 	256	256	huomuchang.Scene	huomuchang.path	huomuchang.WCollision	huomuchang.jpg	146	60000	huomuchang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Dung Nham Chi Ð¸a 	0.2;0.2
268	Huy«n Vû Ðäo	320	320	petisland_3.Scene	petisland_3.path	petisland_3.WCollision	petisland_3.jpg	116	60000	petisland_3	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Huy«n Vû Ðäo	0.2;0.2
269	Lâu Lan Bäo Tàng Ðµng	128	128	loulanxunbao.Scene	loulanxunbao.path	loulanxunbao.WCollision	loulanxunbao.jpg	120	60000	loulanxunbao	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Lâu Lan Bäo Tàng Ðµng	0.2;0.2
270	Trác Lµc	256	256	zhuluKVK.Scene	zhuluKVK.path	zhuluKVK.WCollision	zhuluKVK.jpg	506	60000	zhuluKVK	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Phiêu Mi¬u Phong	0.2;0.2
271	Lßþng Mã D¸ch	64	64	qijvxiuxi_5.Scene	qijvxiuxi_5.path	qijvxiuxi_5.WCollision	qijvxiuxi_5.jpg	18	60000	qijvxiuxi_5	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Lßþng Mã D¸ch	0.2;0.2
272	Tàng Kinh Các	128	128	cangjingge.Scene	cangjingge.path	cangjingge.WCollision	cangjingge.jpg	142	60000	cangjingge	0	0	0	0	Sign2	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	Cangjingge_Hover	Tàng Kinh Các	0.2;0.2
273	Thiên Kiªp Lâu T¥ng 1	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 1	0.2;0.2
274	Thiên Kiªp Lâu T¥ng 2	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 2	0.2;0.2
275	Thiên Kiªp Lâu T¥ng 3	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 3	0.2;0.2
276	Thiên Kiªp Lâu T¥ng 4	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 4	0.2;0.2
277	Thiên Kiªp Lâu T¥ng 5	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 5	0.2;0.2
278	Thiên Kiªp Lâu T¥ng 6	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 6	0.2;0.2
279	Thiên Kiªp Lâu T¥ng 7	96	96	Tianjielou_7.Scene	Tianjielou_7.path	Tianjielou_7.WCollision	Tianjielou_7.jpg	2087	60000	Tianjielou_7	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiên Kiªp Lâu T¥ng 7	0.2;0.2
280	Phøng Hoàng C± Thành	320	320	PhoenixPlain.Scene	PhoenixPlain.path	PhoenixPlain.WCollision	PhoenixPlain.jpg	2088	60000	PhoenixPlain	465	574	465	601	Sign15	MiniMap_Icon3	FengHuangGuZhen_Normal	MiniMap_Icon3	FengHuangGuZhen_Normal	Phøng Hoàng C± Thành	0.2;0.2
281	Phøng Hoàng Lång Mµ	128	128	PhoenixMaze.Scene	PhoenixMaze.path	PhoenixMaze.WCollision	PhoenixMaze.jpg	2089	60000	PhoenixMaze	0	0	0	0	Sign2	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Phøng Hoàng Lång Mµ	0.2;0.2
282	Thanh Nguyên	320	320	quanzhou.scene	quanzhou.path	quanzhou.wCollision	quanzhou.jpg	2097	60000	quanzhou	838	654	847	635	Sign3	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Trß¶ng cänh dã ngoÕi#rQuái v§t ðÆng c¤p 45-57#rLoÕi quái v§t: #rNghênh Khách Mao T£c, H¡c Viên, Cñ HÕt, #r C¦m Y Kh¤t Cái, Hoa TØu Hoà Thßþng, #r Yêu Tà Tri Thù, Thi«m Th× Quái, #rPhân b¯ nguyên li®u sinh hoÕt (c¤p 7): #rThuÖ Tinh Khoáng Khoáng MÕch, #r ðß¶ng Quy, Quª Tâm, Hß½ng Phø	0.2;0.2
283	Thanh Nguyên S½n Ðµng	256	256	quanzhoushandong.scene	quanzhoushandong.path	quanzhoushandong.wCollision	quanzhoushandong.jpg	2098	60000	quanzhoushandong	843	666	841	681	Sign19	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	T× Thanh Nguyên vào#rQuái v§t ðÆng c¤p 58-60#rLoÕi quái v§t: #rC¦m Y Kh¤t Cái, Hoa TØu Hoà Thßþng, Vån Võ TrÕng Nguyên.	0.2;0.2
284	Mµ Dung S½n Trang	192	192	gusu.scene	gusu.path	gusu.wCollision	gusu.jpg	2104	60000	gususcene	733	618	733	637	Sign10	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Môn phái#rMµ Dung S½n Trang	0.2;0.2
285	Tàng Thß Thüy Các	64	64	gusufb.scene	gusufb.path	gusufb.wCollision	gusufb.jpg	2105	60000	gusufb	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tàng Thß Thüy Các	0.2;0.2
286	Tàng Thß Thüy Các	64	64	gusufb_1.scene	gusufb_1.path	gusufb_1.wCollision	gusufb.jpg	2105	60000	gusufb	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tàng Thß Thüy Các	0.2;0.2
287	Tàng Thß Thüy Các	64	64	gusufb_2.scene	gusufb_2.path	gusufb_2.wCollision	gusufb.jpg	2105	60000	gusufb	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tàng Thß Thüy Các	0.2;0.2
288	Mµ Dung S½n Trang	192	192	gusu_1.scene	gusu_1.path	gusu_1.wCollision	gusu.jpg	2105	60000	gusu	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Môn phái#rMµ Dung S½n Trang	0.2;0.2
289	Mµ Dung S½n Trang	192	192	gusu_2.scene	gusu_2.path	gusu_2.wCollision	gusu.jpg	2105	60000	gusu	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Môn phái#rMµ Dung S½n Trang	0.2;0.2
290	Ðïnh Hoa S½n	128	128	huashanzhidian.scene	huashanzhidian.path	huashanzhidian.wCollision	huashanzhidian.jpg	2103	60000	huashanzhidian	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Ðïnh Hoa S½n	0.2;0.2
291	TÑ Tuy®t Trang	128	128	sijuezhuang.scene	sijuezhuang.path	sijuezhuang.wCollision	sijuezhuang.jpg	2102	60000	sijuezhuang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	TÑ Tuy®t Trang	0.2;0.2
292	T¥n Hoàng Ð¸a Cung T¥ng 4	256	256	qinhuanggong_4.Scene	qinhuanggong_4.path	qinhuanggong_4.wCollision	qinhuanggong_4.jpg	2099	60000	qinhuanggong_4	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	T¥n Hoàng Ð¸a Cung T¥ng 4	0.2;0.2
501	Tái ngoÕi 1	192	192	ÈûÍâ 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign2	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
502	Tái ngoÕi 2	192	192	ÈûÍâ 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign3	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
503	Tái ngoÕi 3	192	192	ÈûÍâ 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign4	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
504	Tái ngoÕi 4	192	192	ÈûÍâ 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign5	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
505	Tái ngoÕi 5	192	192	ÈûÍâ 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign6	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
506	Lînh Nam 1	192	192	ÁëÄÏ 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign7	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
507	Lînh Nam 2	192	192	ÁëÄÏ 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign8	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
508	Lînh Nam 3	192	192	ÁëÄÏ 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign9	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
509	Lînh Nam 4	192	192	ÁëÄÏ 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign10	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
510	Lînh Nam 5	192	192	ÁëÄÏ 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign11	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
511	Hàng Châu 1	192	192	º¼ÖÝ 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign12	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
512	Hàng Châu 2	192	192	º¼ÖÝ 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign13	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
513	Hàng Châu 3	192	192	º¼ÖÝ 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign14	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
514	Hàng Châu 4	192	192	º¼ÖÝ 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign15	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
515	Hàng Châu 5	192	192	º¼ÖÝ 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign16	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
516	Häi Kh¦u 1	192	192	º£¿Ú 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign17	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
517	Häi Kh¦u 2	192	192	º£¿Ú 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign18	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
518	Häi Kh¦u 3	192	192	º£¿Ú 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign19	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
519	Häi Kh¦u 4	192	192	º£¿Ú 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign20	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
520	Häi Kh¦u 5	192	192	º£¿Ú 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign21	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
521	Ði«n vñc 1	192	192	µá Óò1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign22	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
522	Ði«n vñc 2	192	192	µá Óò2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign23	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
523	Ði«n vñc 3	192	192	µá Óò3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign24	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
524	Ði«n vñc 4	192	192	µá Óò4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign25	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
525	Ði«n vñc 5	192	192	µá Óò5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign26	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
526	ThÕch Thành 1	192	192	Ê¯³Ç  1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign27	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
527	ThÕch Thành 2	192	192	Ê¯³Ç  2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign28	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
528	ThÕch Thành 3	192	192	Ê¯³Ç  3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign29	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
529	ThÕch Thành 4	192	192	Ê¯³Ç  4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign30	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
530	ThÕch Thành 5	192	192	Ê¯³Ç  5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign31	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
531	Miêu vñc 1	192	192	ÃçÓò 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign32	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
532	Miêu vñc 2	192	192	ÃçÓò 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign33	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
533	Miêu vñc 3	192	192	ÃçÓò 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign34	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
534	Miêu vñc 4	192	192	ÃçÓò 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign35	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
535	Miêu vñc 5	192	192	ÃçÓò 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign36	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
536	Liêu ð¸a 1	192	192	ÁÉµØ 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign37	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
537	Liêu ð¸a 2	192	192	ÁÉµØ 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign38	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
538	Liêu ð¸a 3	192	192	ÁÉµØ 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign39	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
539	Liêu ð¸a 4	192	192	ÁÉµØ 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign40	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
540	Liêu ð¸a 5	192	192	ÁÉµØ 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign41	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
541	NhÕn môn 1	192	192	ÑãÃÅ 1.Scene	PCity.path	PCity_Level_1.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign42	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
542	NhÕn môn 2	192	192	ÑãÃÅ 2.Scene	PCity.path	PCity_Level_2.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign43	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
543	NhÕn môn 3	192	192	ÑãÃÅ 3.Scene	PCity.path	PCity_Level_3.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign44	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
544	NhÕn môn 4	192	192	ÑãÃÅ 4.Scene	PCity.path	PCity_Level_4.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign45	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
545	NhÕn môn 5	192	192	ÑãÃÅ 5.Scene	PCity.path	PCity_Level_5.WCollision	shaolin.jpg	122	60000	PCity	0	0	0	0	Sign46	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
546	Lôi ðài sinh tØ	64	64	shengsileitai.Scene	shengsileitai.path	shengsileitai.Wcollision	shengsileitai.jpg	2068	60000	shengsileitai	0	0	0	0	Sign46	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tñ kiªn thành th¸	0.2;0.2
547	Sinh Tiêu Lôi Ðài	192	192	jingjichang.scene	jingjichang.path	jingjichang.Wcollision	jingjichang.jpg	2109	60000	jingjichang	680	525	680	550	Sign26	MiniMap_Icon3	FengShanTai_Normal	MiniMap_Icon3	FengShanTai_Normal	Sinh Tiêu Lôi Ðài	0.2;0.2
